id,name,room_type,price_usd_night,review_count,avg_rating,is_superhost,bedrooms,beds,bathrooms,persons,lat,lng,snapshot_month,search_zone,date_window,neighborhood,dist_center_km,is_tourist_zone,is_entire_home,est_active_months,est_start_year,est_start_month
815158531792920175,Rolling Apartment Tirana - Near Blloku,Entire home/apt,404.0,41,4.85,True,2,3,2.0,4,41.32090572355104,19.805972166359425,2026-03,Kombinat,2026-06,Kombinat,1.591,0,1,16,2024,2024-01
1310849141677594846,Cityscape Tirana 2,Entire home/apt,408.0,21,4.95,True,1,1,1.0,3,41.3239519,19.7954421,2026-03,Kombinat,2026-06,Kombinat,2.611,0,1,8,2025,2025-01
1210947345692007242,"Kika Shanti, Studio, near Artificial Lake",Entire home/apt,338.0,49,4.84,False,1,1,1.0,3,41.31782,19.80302,2026-03,Kombinat,2026-06,Kombinat,2.045,0,1,20,2024,2024-01
28254021,Brand new apartment in a secure building complex,Entire home/apt,465.0,220,4.98,True,1,1,1.0,2,41.316441,19.805449,2026-03,Kombinat,2026-06,Kombinat,1.916,0,1,84,2018,2018-03
771678212584966085,Fiona’s apartment,Entire home/apt,206.0,193,4.93,True,1,2,1.0,2,41.3214365,19.8080023,2026-03,Kombinat,2026-06,Kombinat,1.365,0,1,77,2019,2019-01
41928156,Mimosa’s Apartment with lovely balcony,Entire home/apt,309.0,70,4.93,True,1,1,1.0,3,41.316792,19.806656,2026-03,Kombinat,2026-06,Kombinat,1.789,0,1,28,2023,2023-01
1589173508798100239,Comfortable one bedroom apartment in city center,Entire home/apt,311.0,3,5.0,True,1,1,1.0,3,41.32445653075354,19.80880078836061,2026-03,Kombinat,2026-06,Blloku,1.15,1,1,1,2025,2025-02
1258775420655399127,The Exquisite,Entire home/apt,548.0,5,5.0,False,1,1,1.0,2,41.32190762896269,19.792999662458897,2026-03,Kombinat,2026-06,Kombinat,2.919,0,1,2,2025,2025-01
1039933379565122259,Cozy 2 Bedroom apartment!,Entire home/apt,330.0,19,5.0,True,2,2,1.0,4,41.31256,19.80519,2026-03,Kombinat,2026-06,Kombinat,2.236,0,1,8,2025,2025-01
1642948951239753211,Cozy Apartament,Entire home/apt,236.0,0,,False,1,1,1.0,2,41.32132825161479,19.806995764374733,2026-03,Kombinat,2026-06,Kombinat,1.469,0,1,1,2025,2025-02
36269402,The White Rose Apartment,Entire home/apt,480.0,146,4.88,True,3,3,2.0,6,41.32254787111672,19.809877586083136,2026-03,Kombinat,2026-06,Blloku,1.123,1,1,58,2021,2021-01
1512531141891809830,bianco appartment,Entire home/apt,695.0,13,4.46,False,2,2,2.0,5,41.32203101659137,19.796619974076748,2026-03,Kombinat,2026-06,Kombinat,2.525,0,1,5,2025,2025-01
908599547033790662,Miku Apartment-Upscale 2BD With  Spectacular View,Entire home/apt,545.0,31,4.84,True,2,3,2.0,4,41.32155041792788,19.807560102008075,2026-03,Kombinat,2026-06,Kombinat,1.402,0,1,12,2024,2024-03
1047906399630399903,Chic Retreat near Tirana's Lake,Entire home/apt,403.0,62,4.76,False,1,1,1.0,4,41.3160138,19.8072865,2026-03,Kombinat,2026-06,Kombinat,1.797,0,1,25,2023,2023-02
1595009602987694122,Central Tirana Oasis – 2nd Floor with Green Views,Entire home/apt,338.0,1,,False,2,3,1.5,5,41.31439813518656,19.804723262786865,2026-03,Kombinat,2026-06,Kombinat,2.126,0,1,1,2025,2025-02
1034807552990990027,Fleeville Vicky's Apartment,Entire home/apt,439.0,28,5.0,True,2,3,1.0,3,41.3204857,19.8093127,2026-03,Kombinat,2026-06,Blloku,1.301,1,1,11,2025,2025-01
997676311157752377,Nuçi's Place 1 - Warm Apt w/bal. 15 min from Bllok,Entire home/apt,412.0,56,4.96,False,1,2,1.0,4,41.3191625,19.8049844,2026-03,Kombinat,2026-06,Kombinat,1.782,0,1,22,2024,2024-01
1328510983220921978,EL-XHO Apartament  102,Entire home/apt,256.0,13,4.92,True,1,3,1.0,4,41.32391,19.80413,2026-03,Kombinat,2026-06,Kombinat,1.666,0,1,5,2025,2025-01
1147166925923594017,The Capital Apartment's,Entire home/apt,290.0,68,4.93,True,1,0,1.0,3,41.32489,19.80544,2026-03,Kombinat,2026-06,Kombinat,1.5,0,1,27,2023,2023-01
1531969770700755652,Horta’s Home 02,Entire home/apt,293.0,2,,False,1,1,1.0,2,41.32459878020691,19.80996698141098,2026-03,Kombinat,2026-06,Blloku,1.021,1,1,1,2025,2025-02
1646590314093988176,Relaxing Apartment near Botanical Garden & Lake,Entire home/apt,368.0,0,,False,1,1,1.0,3,41.30934037087388,19.805658247049102,2026-03,Kombinat,2026-06,Shkoza,2.482,0,1,1,2025,2025-02
1384863829657661247,New stylish apartment,Entire home/apt,340.0,47,4.87,False,1,1,1.0,3,41.315605423229975,19.80553044875408,2026-03,Kombinat,2026-06,Kombinat,1.97,0,1,19,2024,2024-01
1279823702220218144,Casa del Sol by Kondo Stays,Entire home/apt,293.0,20,4.55,False,1,1,1.0,2,41.3172777325154,19.80563116389312,2026-03,Kombinat,2026-06,Kombinat,1.842,0,1,8,2025,2025-01
934748284397344784,Cozy Apartment Center in Myslym Shyri,Entire home/apt,379.0,168,4.96,True,1,1,1.0,2,41.324243,19.806874,2026-03,Kombinat,2026-08,Blloku,1.362,1,1,67,2020,2020-01
54082503,City Center GuestHouse,Entire home/apt,319.0,117,4.98,True,1,2,1.0,4,41.321228,19.8060403,2026-03,Kombinat,2026-08,Kombinat,1.568,0,1,47,2022,2022-01
876851133662150689,New apartment with huge balcony,Entire home/apt,541.0,143,4.98,True,1,2,1.0,3,41.3160541,19.8057601,2026-03,Kombinat,2026-08,Kombinat,1.918,0,1,57,2021,2021-01
27672259,B44 Apartment Tirana - Self check-in,Entire home/apt,359.0,135,4.85,True,1,1,1.0,3,41.31687,19.80577,2026-03,Kombinat,2026-08,Kombinat,1.858,0,1,54,2021,2021-01
49472048,SELA Studios – Central Stay | Self Check-In,Entire home/apt,244.0,113,4.89,True,1,1,1.0,3,41.3182,19.80961,2026-03,Kombinat,2026-08,Kombinat,1.444,0,1,45,2022,2022-01
1062248051911885438,"Tirana Hideaways, Breathtaking View + Free Parking",Entire home/apt,543.0,36,4.97,False,1,1,1.0,3,41.31315344369661,19.80785809457302,2026-03,Kombinat,2026-08,Shkoza,1.996,0,1,14,2024,2024-01
731904722400212068,Oasis Retreat | Spacious | near Lake & Grand Park,Entire home/apt,332.0,174,4.82,False,1,1,1.0,3,41.31323,19.80694,2026-03,Kombinat,2026-08,Shkoza,2.053,0,1,70,2020,2020-01
1591484795180002781,Traditional Albanian Cabin,Entire home/apt,226.0,0,,False,1,2,1.0,2,41.31401,19.7905,2026-03,Kombinat,2026-08,Kombinat,3.47,0,1,1,2025,2025-02
1160869197499781313,Lana River modern apartment,Entire home/apt,355.0,33,4.97,True,1,3,1.0,4,41.32163,19.7953,2026-03,Kombinat,2026-08,Kombinat,2.678,0,1,13,2024,2024-02
1082551167666501863,"Cityscape Tirana: 2BR Kavaja St, 11 FL, Dajti View",Entire home/apt,509.0,32,4.91,True,2,3,1.0,5,41.3239519,19.7954421,2026-03,Kombinat,2026-08,Kombinat,2.611,0,1,13,2024,2024-02
1497272377442731007,Tera Flat,Entire home/apt,701.0,7,5.0,True,1,1,1.0,3,41.32305962094889,19.794244273369515,2026-03,Kombinat,2026-08,Kombinat,2.759,0,1,3,2025,2025-01
1166410131552113930,"Lovely, Central Apartment  24H Self Check-In",Entire home/apt,325.0,24,4.63,False,1,0,1.0,3,41.32330037571304,19.80977696085205,2026-03,Kombinat,2026-08,Blloku,1.095,1,1,10,2025,2025-01
690666402003937144,Comfortable studio flat at Smooth Rentals,Entire home/apt,272.0,82,4.84,False,1,1,1.0,3,41.31795,19.80757,2026-03,Kombinat,2026-08,Kombinat,1.628,0,1,33,2023,2023-01
1280930742791730171,Central Luxury apartment by Lake!,Entire home/apt,616.0,19,5.0,True,0,1,1.0,3,41.31295,19.80845,2026-03,Kombinat,2026-08,Shkoza,1.976,0,1,8,2025,2025-01
621034306532334773,Bright & Spacious 2BR/2BA | City Walkable,Entire home/apt,607.0,81,4.95,True,2,3,2.0,4,41.32377567482608,19.80937622487545,2026-03,Kombinat,2026-08,Blloku,1.114,1,1,32,2023,2023-01
1151920688100967419,Tirana Sunset View Veranda Studio,Entire home/apt,290.0,47,4.94,True,1,1,1.0,2,41.31279,19.80239,2026-03,Kombinat,2026-08,Kombinat,2.438,0,1,19,2024,2024-01
1090428256701197176,Silver Apartments Delijorgji,Entire home/apt,385.0,14,4.93,True,1,1,1.0,3,41.3226626,19.7949085,2026-03,Kombinat,2026-08,Kombinat,2.695,0,1,6,2025,2025-01
1152257893658910370,Amary's home!,Entire home/apt,351.0,62,4.97,True,1,3,1.0,4,41.32267950000001,19.8093246,2026-03,Kombinat,2026-12,Blloku,1.17,1,1,25,2023,2023-02
1548143782586563879,Downtown Ethnica @ Enjoy Albania,Entire home/apt,429.0,14,4.93,False,2,2,1.0,6,41.323411543792005,19.809690936770632,2026-03,Kombinat,2026-12,Blloku,1.098,1,1,6,2025,2025-01
1206590445666041270,Imagination Inn — 2,Entire home/apt,290.0,162,4.95,True,1,1,1.0,3,41.32479,19.80854,2026-03,Kombinat,2026-12,Blloku,1.167,1,1,65,2020,2020-01
1318164529981585238,Urban Luxury Apartment 1,Entire home/apt,301.0,47,4.96,True,1,1,1.0,2,41.32443,19.80779,2026-03,Kombinat,2026-12,Blloku,1.258,1,1,19,2024,2024-01
1104303491546833650,Eja Apartment 4,Entire home/apt,274.0,56,4.82,False,2,0,1.0,4,41.32044,19.80837,2026-03,Kombinat,2026-12,Kombinat,1.389,0,1,22,2024,2024-01
1440738639374566270,Modern Apartment Near The Center With Free Parking,Entire home/apt,465.0,18,5.0,True,2,3,2.0,5,41.32200709305359,19.79674201458693,2026-03,Kombinat,2026-12,Kombinat,2.512,0,1,7,2025,2025-01
50079953,Spacious Family Apartment in the Centre of Tirana,Entire home/apt,256.0,73,4.84,True,2,4,1.0,5,41.3163014035171,19.807250909507275,2026-03,Kombinat,2026-12,Kombinat,1.778,0,1,29,2023,2023-01
50547411,TRiPartments - Paris,Entire home/apt,241.0,171,4.91,True,1,2,1.0,3,41.32121,19.80995,2026-03,Kombinat,2026-12,Blloku,1.196,1,1,68,2020,2020-01
719282860749513553,Stylish two bedroom house with private pool,Entire home/apt,772.0,66,4.94,True,2,3,1.0,4,41.30622,19.80067,2026-03,Kombinat,2026-12,Kombinat,3.096,0,1,26,2023,2023-01
1157057788893544502,Tirana Stylish Stay,Entire home/apt,478.0,5,4.6,False,2,3,2.0,5,41.32284,19.79813,2026-03,Kombinat,2026-12,Kombinat,2.341,0,1,2,2025,2025-01
1440809748312863610,Modern Two Bedrooms Haven*Free Private Parking*,Entire home/apt,378.0,20,4.95,True,2,3,2.0,5,41.32245351629675,19.797581546008587,2026-03,Kombinat,2026-12,Kombinat,2.41,0,1,8,2025,2025-01
50518381,TRiPartments - Solaris,Entire home/apt,274.0,158,4.97,True,1,0,1.0,3,41.3206,19.80838,2026-03,Kombinat,2026-12,Kombinat,1.378,0,1,63,2020,2020-01
1074770169959059683,Bllok Scandi Apartments 1,Entire home/apt,311.0,47,4.85,True,1,1,1.5,2,41.31637,19.80976,2026-03,Kombinat,2026-12,Shkoza,1.585,0,1,19,2024,2024-01
1105200344561501833,Stylish 1BR Retreat in Vibrant neighborhood,Entire home/apt,227.0,88,4.86,False,1,1,1.0,3,41.31785,19.80362,2026-03,Kombinat,2026-12,Kombinat,1.987,0,1,35,2023,2023-01
564447765439238903,Kika Residence-Perfect 1 Bedroom Apartment,Entire home/apt,337.0,13,5.0,True,1,2,1.0,2,41.31682968139648,19.806049346923828,2026-03,Kombinat,2026-12,Kombinat,1.837,0,1,5,2025,2025-01
6126627,Cozy and Comfy room in Myslym Shyri,Private room,209.0,123,4.86,False,1,2,1.0,2,41.3237,19.80467,2026-03,Kombinat,2026-12,Kombinat,1.613,0,0,49,2021,2021-02
1304986309649526662,Superior Apartment with Balcony,Entire home/apt,615.0,6,5.0,True,1,2,1.0,2,41.31807591099752,19.802556265745537,2026-03,Kombinat,2026-12,Kombinat,2.075,0,1,2,2025,2025-01
1592239861810121030,Luxury Residence Skyline,Entire home/apt,319.0,3,5.0,True,1,1,1.0,2,41.31889938111381,19.805896799999992,2026-03,Kombinat,2026-12,Kombinat,1.712,0,1,1,2025,2025-02
37141755,Roza's Studio Tirana Center,Entire home/apt,267.0,266,4.92,True,1,1,1.0,2,41.32366,19.8081,2026-03,Kombinat,2027-03,Blloku,1.251,1,1,84,2018,2018-03
1456412839210067166,Altura Apartment by Kondo Stays,Entire home/apt,431.0,39,4.79,False,2,4,2.0,5,41.32262788196746,19.809303193284595,2026-03,Kombinat,2027-03,Blloku,1.175,1,1,16,2024,2024-01
1367450212006326304,Olive Garden Terracotta Apartment,Entire home/apt,272.0,61,4.95,True,1,1,1.0,2,41.32244,19.80573,2026-03,Kombinat,2027-03,Kombinat,1.545,0,1,24,2023,2023-03
1580421182976851504,Comfortable studio apartment,Entire home/apt,211.0,3,5.0,False,1,1,1.0,3,41.311525249098445,19.802581183612347,2026-03,Kombinat,2027-03,Kombinat,2.519,0,1,1,2025,2025-02
1416652256091197178,Premium 3BR Villa Stay | Balcony & Parking,Entire home/apt,860.0,41,4.9,True,3,4,3.0,8,41.31194102968879,19.80300832539797,2026-03,Kombinat,2027-03,Kombinat,2.453,0,1,16,2024,2024-01
1215173835781269404,Cozy Urban Apartment,Entire home/apt,248.0,82,4.8,False,1,2,1.0,2,41.31741,19.80666,2026-03,Kombinat,2027-03,Kombinat,1.744,0,1,33,2023,2023-01
1197829741773277649,Skyline urban retreat,Entire home/apt,308.0,19,5.0,True,1,1,2.0,3,41.32980879296567,19.838249655017087,2026-03,Kinostudio,2026-06,Kinostudio,2.185,0,1,8,2025,2025-01
1191202338347513374,AK Studio Apartment,Entire home/apt,215.0,32,4.75,False,1,3,1.0,2,41.32554,19.84634,2026-03,Kinostudio,2026-06,Don Bosko,3.076,0,1,13,2024,2024-02
1274783753945277150,2 Steps from city center apt.3.2,Entire home/apt,289.0,60,4.87,False,1,2,1.0,3,41.333061258942536,19.8324204236269,2026-03,Kinostudio,2026-06,Center,1.643,1,1,24,2023,2023-03
572468921864151722,Rondine Studio Apartment,Entire home/apt,215.0,133,4.93,True,0,2,1.0,2,41.336209,19.831952,2026-03,Kinostudio,2026-06,Bulevardi,1.76,1,1,53,2021,2021-01
1287131825803407832,GEMS City Living,Entire home/apt,433.0,119,4.96,True,1,1,1.0,3,41.3293423,19.8308448,2026-03,Kinostudio,2026-06,Center,1.363,1,1,48,2021,2021-03
1643659843184826211,Quiet Apartment Near Downtown,Entire home/apt,218.0,0,,False,1,2,1.0,2,41.32740258099541,19.846276715397835,2026-03,Kinostudio,2026-06,Don Bosko,3.061,0,1,1,2025,2025-02
673559978002623034,Cozy 2BR Condo • Parking • WiFi • AC • Laundry,Entire home/apt,331.0,42,4.98,True,2,3,1.0,4,41.3279,19.84479,2026-03,Kinostudio,2026-06,Kinostudio,2.896,0,1,17,2024,2024-01
48987969,Mila's place,Entire home/apt,294.0,100,4.89,True,1,1,1.0,2,41.32513,19.83205,2026-03,Kinostudio,2026-06,Center,1.505,1,1,40,2022,2022-01
1252034481186648672,Alpha Apartments cozy & spacious,Entire home/apt,299.0,6,5.0,True,1,2,1.0,3,41.3384910940143,19.83043123036623,2026-03,Kinostudio,2026-06,Bulevardi,1.784,1,1,2,2025,2025-01
972184404764371259,Niko's Apartment -1,Entire home/apt,289.0,100,4.82,True,1,1,1.0,3,41.32779,19.83446,2026-03,Kinostudio,2026-06,Center,1.75,1,1,40,2022,2022-01
1643552891602974572,Central Reach Apartment | 10 Min Walk from Center,Entire home/apt,297.0,0,,True,1,2,1.0,3,41.327064725239005,19.831766299903396,2026-03,Kinostudio,2026-06,Center,1.451,1,1,1,2025,2025-02
1584257002654696936,"Modern Duplex, Central Tirana, Patio, Speed WiFi",Entire home/apt,550.0,10,4.9,False,2,1,1.0,2,41.34309224427531,19.831725968786625,2026-03,Kinostudio,2026-06,Liqeni,2.255,1,1,4,2025,2025-01
1569096589342772690,Azurè Veranda 1,Entire home/apt,358.0,10,4.9,True,1,1,1.0,2,41.33033,19.83421,2026-03,Kinostudio,2026-06,Center,1.75,1,1,4,2025,2025-01
1039859145650194898,Bliss Apartment,Entire home/apt,577.0,13,5.0,False,2,3,2.0,4,41.3392,19.83957,2026-03,Kinostudio,2026-06,Kinostudio,2.656,0,1,5,2025,2025-01
1633390300413864316,Wendy apartments,Entire home/apt,405.0,0,,False,1,1,1.0,3,41.325598362312064,19.830156303942204,2026-03,Kinostudio,2026-06,Center,1.289,1,1,1,2025,2025-02
876966359113279597,DeLux Suite 104,Entire home/apt,304.0,44,4.95,True,1,2,1.5,4,41.32574035783195,19.83111653476953,2026-03,Kinostudio,2026-06,Center,1.392,1,1,18,2024,2024-01
1447929328390440687,Huqi Luxury Apartments 2,Entire home/apt,360.0,9,4.89,True,1,2,1.0,3,41.33416141056248,19.835230372846127,2026-03,Kinostudio,2026-06,Center,1.978,1,1,4,2025,2025-01
980477941786527033,Tirana apartment,Entire home/apt,358.0,44,4.91,True,2,4,2.0,4,41.3423925,19.8334466,2026-03,Kinostudio,2026-06,Liqeni,2.326,1,1,18,2024,2024-01
1592699933701067677,Urban Oasis | East of Tirana,Entire home/apt,245.0,0,,True,1,1,1.0,2,41.32849881416068,19.84562795609236,2026-03,Kinostudio,2026-06,Kinostudio,2.991,0,1,1,2025,2025-02
1274451550692735353,2 Steps from city center apt 3.1,Entire home/apt,347.0,75,4.68,False,2,3,1.0,4,41.33304625119767,19.83240680489348,2026-03,Kinostudio,2026-06,Center,1.641,1,1,30,2023,2023-01
1317353928116725591,Azurè Apartments Luxe 1,Entire home/apt,289.0,47,4.87,True,1,1,1.0,4,41.33052755314184,19.836697205901142,2026-03,Kinostudio,2026-06,Center,2.026,1,1,19,2024,2024-01
1450754563559817048,Ajan's Guesthouse,Entire home/apt,436.0,20,4.95,True,1,1,1.0,3,41.34198026372304,19.83096532523632,2026-03,Kinostudio,2026-06,Liqeni,2.106,1,1,8,2025,2025-01
1418128921709712763,Hortus Aurantii,Entire home/apt,289.0,13,5.0,True,1,1,1.0,4,41.32594682419772,19.836136624217037,2026-03,Kinostudio,2026-06,Center,1.943,1,1,5,2025,2025-01
1219424544694836210,Sunflower Apartment,Entire home/apt,284.0,73,4.88,False,1,1,1.0,3,41.32644332945256,19.845999106764797,2026-03,Kinostudio,2026-06,Don Bosko,3.032,0,1,29,2023,2023-01
1222336389450392435,House NANI,Entire home/apt,206.0,70,4.89,True,1,2,1.0,3,41.33007,19.84507,2026-03,Kinostudio,2026-06,Kinostudio,2.941,0,1,28,2023,2023-01
959489737807895989,"Cosy, private apartment in a family villa",Entire home/apt,264.0,58,4.88,True,2,2,2.0,5,41.33779,19.83876,2026-03,Kinostudio,2026-06,Kinostudio,2.503,0,1,23,2024,2024-01
1575220037038497197,Modern Comfort | Near City Center,Entire home/apt,210.0,3,4.67,True,1,1,1.0,2,41.32831939359073,19.84530937312411,2026-03,Kinostudio,2026-06,Kinostudio,2.955,0,1,1,2025,2025-02
1106729761280058737,Lofty Vibe Tirana,Entire home/apt,337.0,120,4.97,True,0,2,1.0,2,41.333496027497326,19.834578931331635,2026-03,Kinostudio,2026-06,Center,1.884,1,1,48,2021,2021-03
1185452788687330881,Bright Modern Designer Apartment,Entire home/apt,259.0,41,4.68,False,1,1,2.0,6,41.32966,19.83781,2026-03,Kinostudio,2026-06,Kinostudio,2.135,0,1,16,2024,2024-01
1171760149598832611,Charming Comfort apartment,Entire home/apt,304.0,2,,False,1,0,1.0,4,41.32585,19.83187,2026-03,Kinostudio,2026-06,Center,1.473,1,1,1,2025,2025-02
1422848756294164240,Velora Apartment Tirana,Entire home/apt,742.0,4,5.0,False,1,1,1.0,3,41.34065014465836,19.844936951994896,2026-03,Kinostudio,2026-06,Kinostudio,3.258,0,1,2,2025,2025-01
1228430974148283154,Solei’s Apartament,Entire home/apt,465.0,8,5.0,False,1,1,1.0,3,41.34107230697197,19.845338948071003,2026-03,Kinostudio,2026-06,Kinostudio,3.319,0,1,3,2025,2025-01
1418810254933375484,Ali Demi Apartment Comfortable Tirana Retreat,Entire home/apt,334.0,77,4.78,True,2,3,1.0,5,41.32868,19.8348719,2026-03,Kinostudio,2026-06,Center,1.8,1,1,31,2023,2023-01
1193444761451528258,Oxhaku’s Apartment,Entire home/apt,314.0,8,5.0,False,2,3,1.0,4,41.34230217870001,19.841186553239822,2026-03,Kinostudio,2026-06,Liqeni,2.988,1,1,3,2025,2025-01
1274799384973660648,2 Steps from city center apt 3.4,Entire home/apt,314.0,60,4.85,False,1,1,1.0,2,41.33306478348723,19.83246199786663,2026-03,Kinostudio,2026-06,Center,1.648,1,1,24,2023,2023-03
1310823967709731423,Restup Apartments in Tirana 1+1,Entire home/apt,349.0,23,4.74,False,1,2,1.0,3,41.32537,19.83345,2026-03,Kinostudio,2026-06,Center,1.654,1,1,9,2025,2025-01
588481339264521268,Chestnut Yard - Apt garden view,Entire home/apt,338.0,10,5.0,True,1,3,1.5,4,41.34316,19.83254,2026-03,Kinostudio,2026-06,Liqeni,2.32,1,1,4,2025,2025-01
1481915895625653693,"""The Garden Loft"" modern apartment in Tirana",Entire home/apt,347.0,3,5.0,True,1,1,1.0,3,41.3283540285079,19.838978312401878,2026-03,Kinostudio,2026-06,Kinostudio,2.253,0,1,1,2025,2025-02
1420811972811087638,"MI&DA Apartments, FREE Parking Garage underground",Entire home/apt,300.0,76,4.92,True,1,1,1.0,2,41.32831,19.84584,2026-03,Kinostudio,2026-06,Don Bosko,3.014,0,1,30,2023,2023-01
1445677705134914975,Huqi Luxury Apartments 1,Entire home/apt,339.0,11,4.91,True,1,2,1.0,3,41.33435777443388,19.835083857178688,2026-03,Kinostudio,2026-06,Center,1.971,1,1,4,2025,2025-01
1617640244595934417,TOMEI Apartment | Stunning City & Mountain View,Entire home/apt,392.0,11,5.0,False,1,2,1.0,3,41.33306312093999,19.83640527717088,2026-03,Kinostudio,2026-08,Kinostudio,2.06,0,1,4,2025,2025-01
46287146,Sunshine Place,Entire home/apt,211.0,210,4.87,True,1,1,1.0,2,41.33256,19.83819,2026-03,Kinostudio,2026-08,Kinostudio,2.235,0,1,84,2018,2018-03
1257299095587697947,Cozzy Appartment with Great View and Free Parking,Entire home/apt,281.0,59,4.97,True,1,2,1.0,2,41.32879,19.8456,2026-03,Kinostudio,2026-08,Kinostudio,2.989,0,1,24,2023,2023-03
749074037559352696,Vila Tafa apartments.Just like home. ap 3,Entire home/apt,256.0,44,4.91,True,1,2,1.0,3,41.32642269232265,19.831041768193245,2026-03,Kinostudio,2026-08,Center,1.375,1,1,18,2024,2024-01
1267299861867525885,Newly Renovated Urban Oasis,Entire home/apt,303.0,18,5.0,True,1,1,1.0,3,41.33513214785321,19.83518745750189,2026-03,Kinostudio,2026-08,Kinostudio,2.017,0,1,7,2025,2025-01
1150508797134097362,Cityscape Oasis,Entire home/apt,511.0,122,4.89,True,2,3,1.0,5,41.34486,19.83666,2026-03,Kinostudio,2026-08,Liqeni,2.773,1,1,49,2021,2021-02
1136417473207319769,Central Azurè Apartments,Entire home/apt,289.0,115,4.89,True,1,1,1.0,3,41.33367,19.83464,2026-03,Kinostudio,2026-08,Center,1.897,1,1,46,2022,2022-01
1183831743025896567,Te Amantia Apartment,Entire home/apt,267.0,26,4.85,True,1,1,1.0,2,41.33251,19.84032,2026-03,Kinostudio,2026-08,Kinostudio,2.463,0,1,10,2025,2025-01
1518282327979317916,Amna's Apartment in Tirana 24H Self Check-in,Entire home/apt,418.0,5,5.0,True,1,2,1.0,3,41.3418844,19.8308919,2026-03,Kinostudio,2026-08,Liqeni,2.093,1,1,2,2025,2025-01
1312253797380924842,Cozy Studio near Tirana center,Entire home/apt,241.0,3,5.0,True,0,1,1.0,2,41.3340229036468,19.83427718281746,2026-03,Kinostudio,2026-08,Center,1.875,1,1,1,2025,2025-02
1642550443736371608,13 Daily apartments,Entire home/apt,150.0,0,,False,0,1,1.0,2,41.32878,19.83601,2026-03,Kinostudio,2026-08,Center,1.927,1,1,1,2025,2025-02
1301434353184922427,Magas Tirana Apartment Near Center,Entire home/apt,388.0,51,5.0,True,1,2,1.0,3,41.32587,19.8311,2026-03,Kinostudio,2026-08,Center,1.388,1,1,20,2024,2024-01
820300538345128156,"Feel at home,ap1.",Entire home/apt,272.0,18,4.83,True,1,2,1.0,3,41.32705,19.83228,2026-03,Kinostudio,2026-08,Center,1.508,1,1,7,2025,2025-01
1394962178560256342,Apartament Near the City Center,Entire home/apt,374.0,13,5.0,True,1,1,1.0,4,41.32623158822357,19.832002334296703,2026-03,Kinostudio,2026-08,Center,1.483,1,1,5,2025,2025-01
1482674643427267296,Modern Apartment with Terrace-Tirana Luxury living,Entire home/apt,349.0,8,5.0,True,1,1,1.0,3,41.32843248075584,19.83893452380373,2026-03,Kinostudio,2026-08,Kinostudio,2.248,0,1,3,2025,2025-01
1632776745188181428,Wendy studio,Entire home/apt,253.0,0,,False,1,1,1.0,2,41.32562782115322,19.8301324993372,2026-03,Kinostudio,2026-08,Center,1.286,1,1,1,2025,2025-02
934526635187654931,Veranda duplex,Entire home/apt,206.0,109,4.99,True,2,3,2.0,5,41.340955746553504,19.841954670846462,2026-03,Kinostudio,2026-12,Kinostudio,2.982,0,1,44,2022,2022-01
1635396260565857155,Urban Oasis Mount View,Entire home/apt,245.0,0,,True,1,1,1.0,3,41.32843159980319,19.84555386006832,2026-03,Kinostudio,2026-12,Kinostudio,2.983,0,1,1,2025,2025-02
589671711174604628,Vila TAFA apartments ap4,Entire home/apt,231.0,93,4.92,True,1,2,1.0,3,41.326096,19.831585,2026-03,Kinostudio,2026-12,Center,1.439,1,1,37,2022,2022-02
1143453799893823467,Terrace Apartment 2,Entire home/apt,338.0,204,4.9,False,1,1,1.0,2,41.32986895014273,19.83403611928225,2026-03,Kinostudio,2026-12,Center,1.722,1,1,82,2019,2019-01
738121599725390166,Veranda Penthouse E.D Tirana,Entire home/apt,206.0,154,4.97,True,2,3,2.5,5,41.34095378836523,19.842106481553987,2026-03,Kinostudio,2026-12,Kinostudio,2.997,0,1,62,2020,2020-01
1528946000376681155,GOA Apartment 2 by Kondo Stays,Entire home/apt,250.0,2,,False,1,1,1.0,3,41.330777913897904,19.830357402980503,2026-03,Kinostudio,2026-12,Center,1.344,1,1,1,2025,2025-02
1502902211172513388,"Cosy, small apartment in a family villa",Entire home/apt,183.0,32,4.94,True,1,1,1.0,2,41.33939186364149,19.836925042732705,2026-03,Kinostudio,2026-12,Kinostudio,2.416,0,1,13,2024,2024-02
1076996696615514237,SuperHost | SkyView Oasis Premium Apartment,Entire home/apt,624.0,133,4.88,True,1,1,1.0,3,41.32691789592938,19.839284777771,2026-03,Kinostudio,2026-12,Kinostudio,2.286,0,1,53,2021,2021-01
1147260182515179769,Azurè Apartments 3 Free Parking (Studio),Entire home/apt,248.0,96,4.92,True,1,1,1.0,2,41.3268255285531,19.84531916677952,2026-03,Kinostudio,2027-03,Don Bosko,2.956,0,1,38,2022,2022-01
1438425824476989659,Peaceful Spot,Entire home/apt,182.0,36,4.81,True,1,2,1.0,2,41.32579324193809,19.835377894341946,2026-03,Kinostudio,2027-03,Center,1.861,1,1,14,2024,2024-01
1440736264254730334,Keis Apartments,Entire home/apt,180.0,3,4.67,False,1,1,1.0,3,41.32790022418863,19.84404691799054,2026-03,Kinostudio,2027-03,Kinostudio,2.814,0,1,1,2025,2025-02
